filename,doc_id,title,url,vigencia
ReglamentodeRegimendeEstudios__2023_.pdf,reglamento-estudios,"Reglamento de Régimen de Estudios de Pregrado",https://pregrado.ufro.cl/images/URL2021/URL2023/ReglamentodeRegimendeEstudios__2023_.pdf,"Desde mayo de 2023"
nuevo-reglamento.pdf,nuevo-reglamento-magister,"Nuevo Reglamento General de Magíster",https://magistercienciassociales.ufro.cl/wp-content/uploads/2024/06/Res.-1168.-Reglamento-General-Programas-de-Magister-1.pdf,"Desde abril de 2024"
REGLAMENTO-DE-CONVIVENCIA-UNIVERSITARIA.pdf,reglamento-convivencia,"Reglamento de Convivencia Universitaria",https://www.ufro.cl/wp-content/uploads/2024/09/REGLAMENTO-DE-CONVIVENCIA-UNIVERSITARIA.pdf,"Desde junio de 2024"
Res-Ex-1234-2025-Politica-Financiera.pdf,politica-financiera-2025,"Política Financiera UFRO 2025",https://www2.ufro.cl/transparencia/ver_doc.php?id=412500&m=2&i=5&c=1,"2025-2030"
"CALENDARIO ACADÉMICO DE PREGRADO, POSTGRADO Y ESPECIALIDADES MÉDICAS Y ODONTOLÓGICAS AÑO ACADÉMICO 2025. .pdf",calendario-2025,"Calendario Académico 2025",https://www2024.ufro.cl/wp-content/uploads/2025/04/RES-EX-N-3483-APRUEBA-CALENDARIO-ACADEMICO-DE-PRE-Y-POSTGRADO-2025.pdf,"Año académico 2025"
resex_2024395864.pdf,resex-calendario-2025,"Resolución Exenta Calendario Académico 2025",https://www2024.ufro.cl/wp-content/uploads/2025/04/RES-EX-N-3483-APRUEBA-CALENDARIO-ACADEMICO-DE-PRE-Y-POSTGRADO-2025.pdf,"Noviembre 2024"
politica-de-igualdad-y-equidad-de-genero-UFRO.pdf,politica-igualdad-genero,"Política de Igualdad y Equidad de Género de la Universidad de La Frontera",https://www.ufro.cl/wp-content/uploads/2024/08/politica-de-igualdad-y-equidad-de-genero-UFRO.pdf,"Desde septiembre de 2022"
